k-nn,mxm subregion,normalize,feature vector name,k-nn distance metric,train accuracy,test accuracy,f1-score beaches,f1-score cities,f1-score mountains
5,4,l2,raw+hsv+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,4,l2,raw+hsv+sobel,manhattan,0.7333333333333333,0.4666666666666667,0.55,0.44,0.4
7,4,l2,raw+hsv+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,4,l2,raw+hsv+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,4,l2,hsv+edh,manhattan,0.7777777777777778,0.4,0.46,0.29,0.4
3,4,l2,hsv+edh,euclidean,0.8666666666666667,0.6,0.67,0.67,0.44
3,4,l2,hsv+edh,minkowski,0.8222222222222222,0.4,0.46,0.29,0.4
5,4,l2,hsv+edh,manhattan,0.7333333333333333,0.3333333333333333,0.43,0.29,0.22
5,4,l2,hsv+edh,euclidean,0.8222222222222222,0.4666666666666667,0.5,0.67,0.22
5,4,l2,hsv+edh,minkowski,0.8666666666666667,0.3333333333333333,0.46,0.29,0.2
7,4,l2,hsv+edh,manhattan,0.7555555555555555,0.3333333333333333,0.4,0.33,0.22
7,4,l2,hsv+edh,euclidean,0.8666666666666667,0.5333333333333333,0.55,0.6,0.44
7,4,l2,hsv+edh,minkowski,0.8222222222222222,0.3333333333333333,0.46,0.29,0.2
3,4,l2,hsv+sobel,manhattan,0.7777777777777778,0.4,0.46,0.29,0.4
3,4,l2,hsv+sobel,euclidean,0.8666666666666667,0.5333333333333333,0.62,0.5,0.44
3,4,l2,hsv+sobel,minkowski,0.8222222222222222,0.4,0.46,0.29,0.4
5,4,l2,hsv+sobel,manhattan,0.8222222222222222,0.3333333333333333,0.43,0.29,0.22
5,4,l2,hsv+sobel,euclidean,0.8444444444444444,0.4666666666666667,0.5,0.6,0.25
5,4,l2,hsv+sobel,minkowski,0.8666666666666667,0.4666666666666667,0.57,0.5,0.25
7,4,l2,hsv+sobel,manhattan,0.7333333333333333,0.5333333333333333,0.67,0.33,0.44
7,4,l2,hsv+sobel,euclidean,0.8666666666666667,0.5333333333333333,0.55,0.67,0.4
7,4,l2,hsv+sobel,minkowski,0.8222222222222222,0.4,0.57,0.29,0.22
3,4,l2,raw+hsv+edh+sobel,manhattan,0.8444444444444444,0.5333333333333333,0.67,0.5,0.4
3,4,l2,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,l2,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,l2,raw+hsv+edh+sobel,manhattan,0.7555555555555555,0.6,0.67,0.67,0.44
5,4,l2,raw+hsv+edh+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,4,l2,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,4,l2,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.4666666666666667,0.55,0.44,0.4
7,4,l2,raw+hsv+edh+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,4,l2,raw+hsv+edh+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,l2,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,8,l2,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,l2,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,l2,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,8,l2,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,l2,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,l2,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,l2,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,l2,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,l2,hsv,manhattan,0.8444444444444444,0.4666666666666667,0.55,0.29,0.5
3,8,l2,hsv,euclidean,0.8444444444444444,0.4,0.36,0.55,0.25
3,8,l2,hsv,minkowski,0.8666666666666667,0.6,0.67,0.67,0.44
5,8,l2,hsv,manhattan,0.7777777777777778,0.4666666666666667,0.57,0.5,0.25
5,8,l2,hsv,euclidean,0.8,0.6,0.6,0.73,0.44
5,8,l2,hsv,minkowski,0.8222222222222222,0.4666666666666667,0.62,0.5,0.22
7,8,l2,hsv,manhattan,0.7555555555555555,0.3333333333333333,0.43,0.29,0.22
7,8,l2,hsv,euclidean,0.8444444444444444,0.6,0.5,0.73,0.55
7,8,l2,hsv,minkowski,0.8222222222222222,0.4,0.5,0.44,0.22
3,8,l2,ehd,manhattan,0.7777777777777778,0.5333333333333333,0.62,0.6,0.29
3,8,l2,ehd,euclidean,0.8,0.5333333333333333,0.8,0.44,0.36
3,8,l2,ehd,minkowski,0.8,0.5333333333333333,0.77,0.5,0.22
5,8,l2,ehd,manhattan,0.6888888888888889,0.4666666666666667,0.62,0.6,0.0
5,8,l2,ehd,euclidean,0.6888888888888889,0.6,0.67,0.6,0.5
5,8,l2,ehd,minkowski,0.7333333333333333,0.5333333333333333,0.62,0.67,0.25
7,8,l2,ehd,manhattan,0.7555555555555555,0.5333333333333333,0.62,0.67,0.25
7,8,l2,ehd,euclidean,0.6666666666666666,0.6,0.67,0.67,0.44
7,8,l2,ehd,minkowski,0.6888888888888889,0.6,0.67,0.75,0.4
3,8,l2,sobel,manhattan,0.7777777777777778,0.6,0.67,0.75,0.29
3,8,l2,sobel,euclidean,0.7111111111111111,0.6,0.77,0.57,0.4
3,8,l2,sobel,minkowski,0.6888888888888889,0.6,0.71,0.75,0.25
5,8,l2,sobel,manhattan,0.6666666666666666,0.6,0.62,0.75,0.33
5,8,l2,sobel,euclidean,0.7111111111111111,0.5333333333333333,0.67,0.57,0.25
5,8,l2,sobel,minkowski,0.6888888888888889,0.5333333333333333,0.67,0.57,0.25
7,8,l2,sobel,manhattan,0.6222222222222222,0.5333333333333333,0.62,0.57,0.29
7,8,l2,sobel,euclidean,0.6666666666666666,0.6666666666666666,0.67,0.89,0.33
7,8,l2,sobel,minkowski,0.6444444444444445,0.5333333333333333,0.62,0.57,0.29
3,8,l2,raw+hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,8,l2,raw+hsv+edh,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,l2,raw+hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,l2,raw+hsv+edh,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,8,l2,raw+hsv+edh,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,l2,raw+hsv+edh,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,l2,raw+hsv+edh,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,l2,raw+hsv+edh,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,l2,raw+hsv+edh,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,l2,raw+hsv+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,8,l2,raw+hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,l2,raw+hsv+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,l2,raw+hsv+sobel,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,8,l2,raw+hsv+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,l2,raw+hsv+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,l2,raw+hsv+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,l2,raw+hsv+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,l2,raw+hsv+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,l2,hsv+edh,manhattan,0.8,0.4666666666666667,0.5,0.29,0.55
3,8,l2,hsv+edh,euclidean,0.8222222222222222,0.5333333333333333,0.55,0.73,0.25
3,8,l2,hsv+edh,minkowski,0.8666666666666667,0.5333333333333333,0.67,0.5,0.4
5,8,l2,hsv+edh,manhattan,0.7555555555555555,0.3333333333333333,0.46,0.29,0.2
5,8,l2,hsv+edh,euclidean,0.8666666666666667,0.5333333333333333,0.55,0.6,0.44
5,8,l2,hsv+edh,minkowski,0.8444444444444444,0.4,0.57,0.29,0.22
7,8,l2,hsv+edh,manhattan,0.7777777777777778,0.3333333333333333,0.46,0.29,0.2
7,8,l2,hsv+edh,euclidean,0.8666666666666667,0.6,0.6,0.73,0.44
7,8,l2,hsv+edh,minkowski,0.8,0.4666666666666667,0.5,0.67,0.22
3,8,l2,hsv+sobel,manhattan,0.8444444444444444,0.4666666666666667,0.5,0.29,0.55
3,8,l2,hsv+sobel,euclidean,0.8666666666666667,0.4666666666666667,0.36,0.67,0.29
3,8,l2,hsv+sobel,minkowski,0.8444444444444444,0.4666666666666667,0.57,0.29,0.44
5,8,l2,hsv+sobel,manhattan,0.8444444444444444,0.4,0.46,0.5,0.22
5,8,l2,hsv+sobel,euclidean,0.8666666666666667,0.4666666666666667,0.4,0.73,0.22
5,8,l2,hsv+sobel,minkowski,0.8444444444444444,0.4,0.57,0.29,0.22
7,8,l2,hsv+sobel,manhattan,0.7555555555555555,0.4666666666666667,0.57,0.33,0.4
7,8,l2,hsv+sobel,euclidean,0.8888888888888888,0.4666666666666667,0.5,0.6,0.25
7,8,l2,hsv+sobel,minkowski,0.8888888888888888,0.5333333333333333,0.62,0.67,0.25
3,8,l2,raw+hsv+edh+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,8,l2,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,l2,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,l2,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,8,l2,raw+hsv+edh+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,l2,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,l2,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,l2,raw+hsv+edh+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,l2,raw+hsv+edh+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,l2,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,l2,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,l2,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,l2,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,16,l2,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,l2,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,l2,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,l2,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,l2,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,l2,hsv,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.5,0.44
3,16,l2,hsv,euclidean,0.8666666666666667,0.4666666666666667,0.4,0.67,0.25
3,16,l2,hsv,minkowski,0.8666666666666667,0.4666666666666667,0.5,0.67,0.22
5,16,l2,hsv,manhattan,0.7555555555555555,0.4666666666666667,0.57,0.5,0.25
5,16,l2,hsv,euclidean,0.8666666666666667,0.6,0.67,0.67,0.44
5,16,l2,hsv,minkowski,0.8222222222222222,0.6,0.67,0.8,0.25
7,16,l2,hsv,manhattan,0.7555555555555555,0.4,0.57,0.29,0.22
7,16,l2,hsv,euclidean,0.8222222222222222,0.6,0.57,0.62,0.6
7,16,l2,hsv,minkowski,0.8666666666666667,0.4666666666666667,0.4,0.73,0.22
3,16,l2,ehd,manhattan,0.8666666666666667,0.5333333333333333,0.5,0.75,0.4
3,16,l2,ehd,euclidean,0.7333333333333333,0.5333333333333333,0.55,0.5,0.55
3,16,l2,ehd,minkowski,0.8222222222222222,0.6,0.55,0.75,0.55
5,16,l2,ehd,manhattan,0.7777777777777778,0.6,0.6,0.75,0.5
5,16,l2,ehd,euclidean,0.7111111111111111,0.6,0.73,0.5,0.55
5,16,l2,ehd,minkowski,0.7333333333333333,0.5333333333333333,0.6,0.57,0.46
7,16,l2,ehd,manhattan,0.7555555555555555,0.5333333333333333,0.6,0.6,0.4
7,16,l2,ehd,euclidean,0.7333333333333333,0.4666666666666667,0.44,0.5,0.46
7,16,l2,ehd,minkowski,0.7333333333333333,0.4,0.44,0.44,0.33
3,16,l2,sobel,manhattan,0.7333333333333333,0.6,0.71,0.75,0.25
3,16,l2,sobel,euclidean,0.7555555555555555,0.6,0.67,0.67,0.5
3,16,l2,sobel,minkowski,0.6888888888888889,0.6,0.67,0.75,0.4
5,16,l2,sobel,manhattan,0.6888888888888889,0.4666666666666667,0.62,0.57,0.2
5,16,l2,sobel,euclidean,0.6888888888888889,0.6,0.67,0.67,0.5
5,16,l2,sobel,minkowski,0.7111111111111111,0.4666666666666667,0.62,0.57,0.2
7,16,l2,sobel,manhattan,0.7333333333333333,0.6,0.71,0.75,0.25
7,16,l2,sobel,euclidean,0.7555555555555555,0.7333333333333333,0.8,0.75,0.67
7,16,l2,sobel,minkowski,0.7555555555555555,0.6666666666666666,0.77,0.75,0.44
3,16,l2,raw+hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,l2,raw+hsv+edh,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,l2,raw+hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,l2,raw+hsv+edh,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,16,l2,raw+hsv+edh,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,l2,raw+hsv+edh,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,l2,raw+hsv+edh,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,l2,raw+hsv+edh,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,l2,raw+hsv+edh,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,l2,raw+hsv+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,l2,raw+hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,l2,raw+hsv+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,l2,raw+hsv+sobel,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,16,l2,raw+hsv+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,l2,raw+hsv+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,l2,raw+hsv+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,l2,raw+hsv+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,l2,raw+hsv+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,l2,hsv+edh,manhattan,0.8666666666666667,0.4666666666666667,0.62,0.29,0.4
3,16,l2,hsv+edh,euclidean,0.8444444444444444,0.4666666666666667,0.4,0.67,0.25
3,16,l2,hsv+edh,minkowski,0.8666666666666667,0.6,0.67,0.8,0.25
5,16,l2,hsv+edh,manhattan,0.7555555555555555,0.4,0.57,0.29,0.22
5,16,l2,hsv+edh,euclidean,0.8888888888888888,0.4666666666666667,0.4,0.67,0.25
5,16,l2,hsv+edh,minkowski,0.8222222222222222,0.5333333333333333,0.62,0.67,0.25
7,16,l2,hsv+edh,manhattan,0.8222222222222222,0.4,0.46,0.5,0.22
7,16,l2,hsv+edh,euclidean,0.8222222222222222,0.6,0.5,0.67,0.6
7,16,l2,hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.55,0.73,0.25
3,16,l2,hsv+sobel,manhattan,0.8222222222222222,0.4666666666666667,0.62,0.29,0.4
3,16,l2,hsv+sobel,euclidean,0.8222222222222222,0.4666666666666667,0.4,0.67,0.25
3,16,l2,hsv+sobel,minkowski,0.8444444444444444,0.6,0.62,0.8,0.29
5,16,l2,hsv+sobel,manhattan,0.8222222222222222,0.4,0.57,0.29,0.22
5,16,l2,hsv+sobel,euclidean,0.9333333333333333,0.4,0.22,0.67,0.22
5,16,l2,hsv+sobel,minkowski,0.9111111111111111,0.5333333333333333,0.62,0.67,0.25
7,16,l2,hsv+sobel,manhattan,0.8222222222222222,0.4666666666666667,0.57,0.5,0.25
7,16,l2,hsv+sobel,euclidean,0.8666666666666667,0.5333333333333333,0.44,0.73,0.4
7,16,l2,hsv+sobel,minkowski,0.8444444444444444,0.4666666666666667,0.5,0.67,0.22
3,16,l2,raw+hsv+edh+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,l2,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,l2,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,l2,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,16,l2,raw+hsv+edh+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,l2,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,l2,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,l2,raw+hsv+edh+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,l2,raw+hsv+edh+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,4,minmax,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,4,minmax,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,minmax,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,minmax,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,4,minmax,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,4,minmax,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,4,minmax,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,4,minmax,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,4,minmax,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,4,minmax,hsv,manhattan,0.7111111111111111,0.4,0.46,0.0,0.55
3,4,minmax,hsv,euclidean,0.8222222222222222,0.4666666666666667,0.62,0.29,0.4
3,4,minmax,hsv,minkowski,0.7555555555555555,0.5333333333333333,0.62,0.29,0.6
5,4,minmax,hsv,manhattan,0.7111111111111111,0.3333333333333333,0.43,0.0,0.4
5,4,minmax,hsv,euclidean,0.7777777777777778,0.26666666666666666,0.4,0.0,0.22
5,4,minmax,hsv,minkowski,0.7333333333333333,0.26666666666666666,0.4,0.0,0.22
7,4,minmax,hsv,manhattan,0.5333333333333333,0.3333333333333333,0.4,0.0,0.4
7,4,minmax,hsv,euclidean,0.7333333333333333,0.4,0.43,0.33,0.4
7,4,minmax,hsv,minkowski,0.6888888888888889,0.3333333333333333,0.37,0.0,0.44
3,4,minmax,ehd,manhattan,0.7111111111111111,0.6666666666666666,0.77,0.83,0.0
3,4,minmax,ehd,euclidean,0.7333333333333333,0.6,0.71,0.8,0.0
3,4,minmax,ehd,minkowski,0.7555555555555555,0.6666666666666666,0.77,0.83,0.0
5,4,minmax,ehd,manhattan,0.6888888888888889,0.6,0.73,0.71,0.0
5,4,minmax,ehd,euclidean,0.7333333333333333,0.6,0.67,0.77,0.0
5,4,minmax,ehd,minkowski,0.6888888888888889,0.6,0.62,0.83,0.0
7,4,minmax,ehd,manhattan,0.5777777777777777,0.6,0.73,0.71,0.0
7,4,minmax,ehd,euclidean,0.7333333333333333,0.6666666666666666,0.77,0.83,0.0
7,4,minmax,ehd,minkowski,0.6666666666666666,0.6,0.67,0.77,0.0
3,4,minmax,sobel,manhattan,0.8666666666666667,0.4666666666666667,0.57,0.55,0.0
3,4,minmax,sobel,euclidean,0.7777777777777778,0.4666666666666667,0.57,0.55,0.0
3,4,minmax,sobel,minkowski,0.7777777777777778,0.4666666666666667,0.57,0.55,0.0
5,4,minmax,sobel,manhattan,0.6,0.6,0.71,0.73,0.0
5,4,minmax,sobel,euclidean,0.6444444444444445,0.4666666666666667,0.53,0.6,0.0
5,4,minmax,sobel,minkowski,0.6222222222222222,0.5333333333333333,0.62,0.67,0.0
7,4,minmax,sobel,manhattan,0.6222222222222222,0.5333333333333333,0.62,0.67,0.0
7,4,minmax,sobel,euclidean,0.6444444444444445,0.6,0.62,0.89,0.0
7,4,minmax,sobel,minkowski,0.6,0.5333333333333333,0.57,0.73,0.0
3,4,minmax,raw+hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.5,0.44
3,4,minmax,raw+hsv+edh,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,minmax,raw+hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,minmax,raw+hsv+edh,manhattan,0.7555555555555555,0.5333333333333333,0.62,0.5,0.44
5,4,minmax,raw+hsv+edh,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,4,minmax,raw+hsv+edh,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,4,minmax,raw+hsv+edh,manhattan,0.7555555555555555,0.4666666666666667,0.55,0.44,0.4
7,4,minmax,raw+hsv+edh,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,4,minmax,raw+hsv+edh,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,4,minmax,raw+hsv+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.5,0.44
3,4,minmax,raw+hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,minmax,raw+hsv+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,minmax,raw+hsv+sobel,manhattan,0.7555555555555555,0.5333333333333333,0.62,0.5,0.44
5,4,minmax,raw+hsv+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,4,minmax,raw+hsv+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,4,minmax,raw+hsv+sobel,manhattan,0.7555555555555555,0.4666666666666667,0.55,0.44,0.4
7,4,minmax,raw+hsv+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,4,minmax,raw+hsv+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,4,minmax,hsv+edh,manhattan,0.7333333333333333,0.4,0.46,0.0,0.55
3,4,minmax,hsv+edh,euclidean,0.8222222222222222,0.4,0.5,0.29,0.36
3,4,minmax,hsv+edh,minkowski,0.7777777777777778,0.4666666666666667,0.5,0.29,0.55
5,4,minmax,hsv+edh,manhattan,0.7555555555555555,0.26666666666666666,0.4,0.0,0.22
5,4,minmax,hsv+edh,euclidean,0.7777777777777778,0.3333333333333333,0.43,0.29,0.22
5,4,minmax,hsv+edh,minkowski,0.7555555555555555,0.3333333333333333,0.43,0.29,0.22
7,4,minmax,hsv+edh,manhattan,0.7111111111111111,0.3333333333333333,0.4,0.0,0.4
7,4,minmax,hsv+edh,euclidean,0.7777777777777778,0.4,0.46,0.33,0.36
7,4,minmax,hsv+edh,minkowski,0.7333333333333333,0.3333333333333333,0.4,0.33,0.22
3,4,minmax,hsv+sobel,manhattan,0.7777777777777778,0.4,0.5,0.0,0.5
3,4,minmax,hsv+sobel,euclidean,0.8,0.4,0.46,0.29,0.4
3,4,minmax,hsv+sobel,minkowski,0.7777777777777778,0.4,0.46,0.29,0.4
5,4,minmax,hsv+sobel,manhattan,0.7555555555555555,0.26666666666666666,0.4,0.0,0.22
5,4,minmax,hsv+sobel,euclidean,0.8444444444444444,0.3333333333333333,0.43,0.29,0.22
5,4,minmax,hsv+sobel,minkowski,0.7777777777777778,0.26666666666666666,0.4,0.0,0.22
7,4,minmax,hsv+sobel,manhattan,0.6,0.4666666666666667,0.59,0.0,0.5
7,4,minmax,hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.53,0.33,0.44
7,4,minmax,hsv+sobel,minkowski,0.7333333333333333,0.4,0.53,0.0,0.4
3,4,minmax,raw+hsv+edh+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.5,0.44
3,4,minmax,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,minmax,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,minmax,raw+hsv+edh+sobel,manhattan,0.7555555555555555,0.5333333333333333,0.62,0.5,0.44
5,4,minmax,raw+hsv+edh+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,4,minmax,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,4,minmax,raw+hsv+edh+sobel,manhattan,0.7555555555555555,0.4666666666666667,0.55,0.44,0.4
7,4,minmax,raw+hsv+edh+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,4,minmax,raw+hsv+edh+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,minmax,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,8,minmax,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,minmax,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,minmax,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,8,minmax,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,minmax,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,minmax,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,minmax,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,minmax,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,minmax,hsv,manhattan,0.7777777777777778,0.5333333333333333,0.62,0.29,0.6
3,8,minmax,hsv,euclidean,0.8222222222222222,0.4,0.5,0.29,0.36
3,8,minmax,hsv,minkowski,0.8222222222222222,0.5333333333333333,0.67,0.29,0.55
5,8,minmax,hsv,manhattan,0.7333333333333333,0.3333333333333333,0.43,0.0,0.4
5,8,minmax,hsv,euclidean,0.8,0.4666666666666667,0.57,0.5,0.25
5,8,minmax,hsv,minkowski,0.7333333333333333,0.3333333333333333,0.43,0.29,0.22
7,8,minmax,hsv,manhattan,0.6888888888888889,0.3333333333333333,0.4,0.0,0.4
7,8,minmax,hsv,euclidean,0.7777777777777778,0.4,0.53,0.29,0.25
7,8,minmax,hsv,minkowski,0.7333333333333333,0.4,0.43,0.33,0.4
3,8,minmax,ehd,manhattan,0.7111111111111111,0.5333333333333333,0.62,0.67,0.0
