k-nn,mxm subregion,normalize,feature vector name,k-nn distance metric,train accuracy,test accuracy,f1-score beaches,f1-score cities,f1-score mountains
3,8,standardize,hsv+sobel,euclidean,0.8444444444444444,0.4666666666666667,0.57,0.29,0.44
3,8,standardize,hsv+sobel,minkowski,0.8222222222222222,0.4666666666666667,0.5,0.5,0.4
5,8,standardize,hsv+sobel,manhattan,0.8222222222222222,0.3333333333333333,0.43,0.29,0.22
5,8,standardize,hsv+sobel,euclidean,0.8888888888888888,0.4666666666666667,0.57,0.5,0.25
5,8,standardize,hsv+sobel,minkowski,0.8,0.3333333333333333,0.43,0.29,0.22
7,8,standardize,hsv+sobel,manhattan,0.7111111111111111,0.5333333333333333,0.59,0.33,0.57
7,8,standardize,hsv+sobel,euclidean,0.8222222222222222,0.4666666666666667,0.57,0.5,0.25
7,8,standardize,hsv+sobel,minkowski,0.7777777777777778,0.4666666666666667,0.53,0.33,0.44
3,8,standardize,raw+hsv+edh+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.67,0.5,0.4
3,8,standardize,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,standardize,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,standardize,raw+hsv+edh+sobel,manhattan,0.7555555555555555,0.6,0.67,0.67,0.44
5,8,standardize,raw+hsv+edh+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,standardize,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,standardize,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.4666666666666667,0.55,0.44,0.4
7,8,standardize,raw+hsv+edh+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,standardize,raw+hsv+edh+sobel,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,standardize,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,standardize,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,standardize,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,standardize,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,16,standardize,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,standardize,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,standardize,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,standardize,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,standardize,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,standardize,hsv,manhattan,0.8,0.6,0.67,0.5,0.6
3,16,standardize,hsv,euclidean,0.8222222222222222,0.4666666666666667,0.62,0.5,0.22
3,16,standardize,hsv,minkowski,0.8222222222222222,0.4666666666666667,0.62,0.29,0.4
5,16,standardize,hsv,manhattan,0.7555555555555555,0.2,0.29,0.0,0.2
5,16,standardize,hsv,euclidean,0.8,0.4666666666666667,0.57,0.5,0.25
5,16,standardize,hsv,minkowski,0.7777777777777778,0.4,0.53,0.29,0.25
7,16,standardize,hsv,manhattan,0.7333333333333333,0.4,0.43,0.33,0.4
7,16,standardize,hsv,euclidean,0.8,0.4,0.46,0.5,0.22
7,16,standardize,hsv,minkowski,0.7777777777777778,0.4,0.53,0.29,0.25
3,16,standardize,ehd,manhattan,0.8444444444444444,0.6,0.62,0.73,0.33
3,16,standardize,ehd,euclidean,0.7777777777777778,0.3333333333333333,0.46,0.4,0.0
3,16,standardize,ehd,minkowski,0.8222222222222222,0.5333333333333333,0.5,0.67,0.33
5,16,standardize,ehd,manhattan,0.7555555555555555,0.5333333333333333,0.62,0.67,0.0
5,16,standardize,ehd,euclidean,0.8,0.3333333333333333,0.36,0.46,0.0
5,16,standardize,ehd,minkowski,0.8,0.4666666666666667,0.5,0.62,0.0
7,16,standardize,ehd,manhattan,0.6888888888888889,0.5333333333333333,0.8,0.5,0.25
7,16,standardize,ehd,euclidean,0.6888888888888889,0.5333333333333333,0.8,0.5,0.25
7,16,standardize,ehd,minkowski,0.7111111111111111,0.6,0.8,0.62,0.29
3,16,standardize,sobel,manhattan,0.6888888888888889,0.5333333333333333,0.62,0.67,0.0
3,16,standardize,sobel,euclidean,0.6888888888888889,0.6,0.62,0.75,0.33
3,16,standardize,sobel,minkowski,0.7111111111111111,0.5333333333333333,0.62,0.67,0.0
5,16,standardize,sobel,manhattan,0.6444444444444445,0.5333333333333333,0.62,0.67,0.0
5,16,standardize,sobel,euclidean,0.6444444444444445,0.5333333333333333,0.62,0.67,0.0
5,16,standardize,sobel,minkowski,0.6444444444444445,0.5333333333333333,0.62,0.67,0.0
7,16,standardize,sobel,manhattan,0.6,0.5333333333333333,0.62,0.67,0.0
7,16,standardize,sobel,euclidean,0.6444444444444445,0.6,0.67,0.8,0.0
7,16,standardize,sobel,minkowski,0.6666666666666666,0.5333333333333333,0.62,0.67,0.0
3,16,standardize,raw+hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,standardize,raw+hsv+edh,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,standardize,raw+hsv+edh,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,standardize,raw+hsv+edh,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,16,standardize,raw+hsv+edh,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,standardize,raw+hsv+edh,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,standardize,raw+hsv+edh,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,standardize,raw+hsv+edh,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,standardize,raw+hsv+edh,minkowski,0.6888888888888889,0.4,0.4,0.44,0.36
3,16,standardize,raw+hsv+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,standardize,raw+hsv+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,standardize,raw+hsv+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,standardize,raw+hsv+sobel,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,16,standardize,raw+hsv+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,standardize,raw+hsv+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,standardize,raw+hsv+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,standardize,raw+hsv+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,standardize,raw+hsv+sobel,minkowski,0.6888888888888889,0.4,0.4,0.44,0.36
3,16,standardize,hsv+edh,manhattan,0.8,0.4,0.5,0.29,0.36
3,16,standardize,hsv+edh,euclidean,0.8666666666666667,0.4,0.5,0.5,0.2
3,16,standardize,hsv+edh,minkowski,0.8444444444444444,0.4,0.5,0.29,0.36
5,16,standardize,hsv+edh,manhattan,0.7555555555555555,0.3333333333333333,0.46,0.29,0.2
5,16,standardize,hsv+edh,euclidean,0.8222222222222222,0.4,0.57,0.29,0.22
5,16,standardize,hsv+edh,minkowski,0.7777777777777778,0.4,0.46,0.5,0.22
7,16,standardize,hsv+edh,manhattan,0.7777777777777778,0.4,0.46,0.33,0.36
7,16,standardize,hsv+edh,euclidean,0.8222222222222222,0.4666666666666667,0.57,0.5,0.25
7,16,standardize,hsv+edh,minkowski,0.8222222222222222,0.3333333333333333,0.46,0.29,0.2
3,16,standardize,hsv+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.55,0.5,0.55
3,16,standardize,hsv+sobel,euclidean,0.8888888888888888,0.4,0.57,0.29,0.22
3,16,standardize,hsv+sobel,minkowski,0.8222222222222222,0.4666666666666667,0.62,0.29,0.4
5,16,standardize,hsv+sobel,manhattan,0.8,0.4666666666666667,0.57,0.33,0.4
5,16,standardize,hsv+sobel,euclidean,0.8444444444444444,0.4666666666666667,0.62,0.5,0.22
5,16,standardize,hsv+sobel,minkowski,0.8,0.4,0.57,0.29,0.22
7,16,standardize,hsv+sobel,manhattan,0.7555555555555555,0.5333333333333333,0.62,0.33,0.5
7,16,standardize,hsv+sobel,euclidean,0.8444444444444444,0.4,0.57,0.29,0.22
7,16,standardize,hsv+sobel,minkowski,0.8444444444444444,0.4666666666666667,0.57,0.33,0.4
3,16,standardize,raw+hsv+edh+sobel,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,standardize,raw+hsv+edh+sobel,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,standardize,raw+hsv+edh+sobel,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,standardize,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.6,0.67,0.67,0.44
5,16,standardize,raw+hsv+edh+sobel,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,standardize,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,standardize,raw+hsv+edh+sobel,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,standardize,raw+hsv+edh+sobel,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,standardize,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.4,0.4,0.44,0.36
3,4,no normalization,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,4,no normalization,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,4,no normalization,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,4,no normalization,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,4,no normalization,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,4,no normalization,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,4,no normalization,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,4,no normalization,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,4,no normalization,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,4,no normalization,hsv,manhattan,0.8222222222222222,0.4666666666666667,0.57,0.29,0.44
3,4,no normalization,hsv,euclidean,0.8,0.4666666666666667,0.29,0.62,0.4
3,4,no normalization,hsv,minkowski,0.8222222222222222,0.4666666666666667,0.4,0.55,0.44
5,4,no normalization,hsv,manhattan,0.8666666666666667,0.5333333333333333,0.62,0.5,0.44
5,4,no normalization,hsv,euclidean,0.8,0.4,0.22,0.62,0.25
5,4,no normalization,hsv,minkowski,0.8444444444444444,0.5333333333333333,0.5,0.67,0.4
7,4,no normalization,hsv,manhattan,0.8444444444444444,0.4666666666666667,0.5,0.6,0.25
7,4,no normalization,hsv,euclidean,0.7555555555555555,0.4,0.29,0.57,0.22
7,4,no normalization,hsv,minkowski,0.8666666666666667,0.5333333333333333,0.5,0.67,0.4
3,4,no normalization,ehd,manhattan,0.7333333333333333,0.5333333333333333,0.57,0.89,0.0
3,4,no normalization,ehd,euclidean,0.7777777777777778,0.4666666666666667,0.6,0.25,0.5
3,4,no normalization,ehd,minkowski,0.7777777777777778,0.4666666666666667,0.55,0.6,0.22
5,4,no normalization,ehd,manhattan,0.7555555555555555,0.4666666666666667,0.53,0.67,0.0
5,4,no normalization,ehd,euclidean,0.7333333333333333,0.4666666666666667,0.62,0.5,0.22
5,4,no normalization,ehd,minkowski,0.6888888888888889,0.4,0.5,0.55,0.0
7,4,no normalization,ehd,manhattan,0.7333333333333333,0.6666666666666666,0.71,0.75,0.5
7,4,no normalization,ehd,euclidean,0.6222222222222222,0.5333333333333333,0.73,0.5,0.36
7,4,no normalization,ehd,minkowski,0.6666666666666666,0.6,0.67,0.67,0.44
3,4,no normalization,sobel,manhattan,0.6444444444444445,0.3333333333333333,0.5,0.0,0.0
3,4,no normalization,sobel,euclidean,0.6666666666666666,0.3333333333333333,0.44,0.0,0.37
3,4,no normalization,sobel,minkowski,0.6444444444444445,0.3333333333333333,0.56,0.0,0.0
5,4,no normalization,sobel,manhattan,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0
5,4,no normalization,sobel,euclidean,0.4888888888888889,0.4,0.5,0.0,0.47
5,4,no normalization,sobel,minkowski,0.4444444444444444,0.3333333333333333,0.56,0.0,0.0
7,4,no normalization,sobel,manhattan,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0
7,4,no normalization,sobel,euclidean,0.5555555555555556,0.5333333333333333,0.75,0.0,0.59
7,4,no normalization,sobel,minkowski,0.4444444444444444,0.3333333333333333,0.5,0.0,0.0
3,4,no normalization,raw+hsv+edh,manhattan,0.6666666666666666,0.4,0.5,0.0,0.44
3,4,no normalization,raw+hsv+edh,euclidean,0.5555555555555556,0.2,0.22,0.0,0.25
3,4,no normalization,raw+hsv+edh,minkowski,0.6888888888888889,0.3333333333333333,0.47,0.0,0.25
5,4,no normalization,raw+hsv+edh,manhattan,0.6,0.3333333333333333,0.5,0.0,0.0
5,4,no normalization,raw+hsv+edh,euclidean,0.4888888888888889,0.3333333333333333,0.29,0.0,0.44
5,4,no normalization,raw+hsv+edh,minkowski,0.6222222222222222,0.4666666666666667,0.59,0.0,0.5
7,4,no normalization,raw+hsv+edh,manhattan,0.35555555555555557,0.3333333333333333,0.5,0.0,0.0
7,4,no normalization,raw+hsv+edh,euclidean,0.5333333333333333,0.4666666666666667,0.57,0.0,0.56
7,4,no normalization,raw+hsv+edh,minkowski,0.5111111111111111,0.3333333333333333,0.53,0.0,0.0
3,4,no normalization,raw+hsv+sobel,manhattan,0.6666666666666666,0.4,0.5,0.0,0.44
3,4,no normalization,raw+hsv+sobel,euclidean,0.5555555555555556,0.2,0.22,0.0,0.25
3,4,no normalization,raw+hsv+sobel,minkowski,0.6888888888888889,0.3333333333333333,0.47,0.0,0.25
5,4,no normalization,raw+hsv+sobel,manhattan,0.6,0.3333333333333333,0.5,0.0,0.0
5,4,no normalization,raw+hsv+sobel,euclidean,0.4888888888888889,0.3333333333333333,0.29,0.0,0.44
5,4,no normalization,raw+hsv+sobel,minkowski,0.6222222222222222,0.4666666666666667,0.59,0.0,0.5
7,4,no normalization,raw+hsv+sobel,manhattan,0.35555555555555557,0.3333333333333333,0.5,0.0,0.0
7,4,no normalization,raw+hsv+sobel,euclidean,0.5333333333333333,0.4666666666666667,0.57,0.0,0.56
7,4,no normalization,raw+hsv+sobel,minkowski,0.5111111111111111,0.3333333333333333,0.53,0.0,0.0
3,4,no normalization,hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.5,0.44
3,4,no normalization,hsv+edh,euclidean,0.8,0.4666666666666667,0.29,0.62,0.4
3,4,no normalization,hsv+edh,minkowski,0.8222222222222222,0.4666666666666667,0.4,0.55,0.44
5,4,no normalization,hsv+edh,manhattan,0.8666666666666667,0.5333333333333333,0.62,0.5,0.44
5,4,no normalization,hsv+edh,euclidean,0.8,0.4,0.22,0.62,0.25
5,4,no normalization,hsv+edh,minkowski,0.8444444444444444,0.4666666666666667,0.44,0.55,0.4
7,4,no normalization,hsv+edh,manhattan,0.8444444444444444,0.4,0.46,0.5,0.22
7,4,no normalization,hsv+edh,euclidean,0.7777777777777778,0.4,0.29,0.57,0.22
7,4,no normalization,hsv+edh,minkowski,0.8666666666666667,0.5333333333333333,0.5,0.67,0.4
3,4,no normalization,hsv+sobel,manhattan,0.6666666666666666,0.3333333333333333,0.53,0.0,0.0
3,4,no normalization,hsv+sobel,euclidean,0.6666666666666666,0.3333333333333333,0.44,0.0,0.37
3,4,no normalization,hsv+sobel,minkowski,0.6444444444444445,0.3333333333333333,0.56,0.0,0.0
5,4,no normalization,hsv+sobel,manhattan,0.4888888888888889,0.3333333333333333,0.5,0.0,0.0
5,4,no normalization,hsv+sobel,euclidean,0.4888888888888889,0.4,0.5,0.0,0.47
5,4,no normalization,hsv+sobel,minkowski,0.5333333333333333,0.3333333333333333,0.59,0.0,0.0
7,4,no normalization,hsv+sobel,manhattan,0.35555555555555557,0.3333333333333333,0.5,0.0,0.0
7,4,no normalization,hsv+sobel,euclidean,0.5111111111111111,0.5333333333333333,0.75,0.0,0.59
7,4,no normalization,hsv+sobel,minkowski,0.5555555555555556,0.3333333333333333,0.53,0.0,0.0
3,4,no normalization,raw+hsv+edh+sobel,manhattan,0.6666666666666666,0.4,0.5,0.0,0.44
3,4,no normalization,raw+hsv+edh+sobel,euclidean,0.5555555555555556,0.2,0.22,0.0,0.25
3,4,no normalization,raw+hsv+edh+sobel,minkowski,0.6888888888888889,0.3333333333333333,0.47,0.0,0.25
5,4,no normalization,raw+hsv+edh+sobel,manhattan,0.6,0.3333333333333333,0.5,0.0,0.0
5,4,no normalization,raw+hsv+edh+sobel,euclidean,0.4888888888888889,0.3333333333333333,0.29,0.0,0.44
5,4,no normalization,raw+hsv+edh+sobel,minkowski,0.6222222222222222,0.4666666666666667,0.59,0.0,0.5
7,4,no normalization,raw+hsv+edh+sobel,manhattan,0.35555555555555557,0.3333333333333333,0.5,0.0,0.0
7,4,no normalization,raw+hsv+edh+sobel,euclidean,0.5333333333333333,0.4666666666666667,0.57,0.0,0.56
7,4,no normalization,raw+hsv+edh+sobel,minkowski,0.5111111111111111,0.3333333333333333,0.53,0.0,0.0
3,8,no normalization,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,8,no normalization,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,8,no normalization,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,8,no normalization,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,8,no normalization,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,8,no normalization,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,8,no normalization,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,8,no normalization,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,8,no normalization,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,8,no normalization,hsv,manhattan,0.8444444444444444,0.5333333333333333,0.55,0.67,0.4
3,8,no normalization,hsv,euclidean,0.8,0.4666666666666667,0.29,0.62,0.4
3,8,no normalization,hsv,minkowski,0.7777777777777778,0.4666666666666667,0.44,0.62,0.25
5,8,no normalization,hsv,manhattan,0.8444444444444444,0.6,0.67,0.67,0.44
5,8,no normalization,hsv,euclidean,0.8,0.3333333333333333,0.22,0.5,0.22
5,8,no normalization,hsv,minkowski,0.8444444444444444,0.4666666666666667,0.44,0.67,0.22
7,8,no normalization,hsv,manhattan,0.9111111111111111,0.4666666666666667,0.5,0.6,0.25
7,8,no normalization,hsv,euclidean,0.7777777777777778,0.4666666666666667,0.33,0.57,0.4
7,8,no normalization,hsv,minkowski,0.8222222222222222,0.4666666666666667,0.29,0.62,0.4
3,8,no normalization,ehd,manhattan,0.8,0.6,0.55,0.5,0.73
3,8,no normalization,ehd,euclidean,0.6888888888888889,0.6,0.67,0.57,0.57
3,8,no normalization,ehd,minkowski,0.7111111111111111,0.6666666666666666,0.8,0.57,0.62
5,8,no normalization,ehd,manhattan,0.7777777777777778,0.5333333333333333,0.55,0.67,0.4
5,8,no normalization,ehd,euclidean,0.6222222222222222,0.8,0.91,0.75,0.73
5,8,no normalization,ehd,minkowski,0.6666666666666666,0.6,0.55,0.67,0.6
7,8,no normalization,ehd,manhattan,0.6666666666666666,0.5333333333333333,0.67,0.67,0.22
7,8,no normalization,ehd,euclidean,0.6222222222222222,0.6,0.8,0.5,0.5
7,8,no normalization,ehd,minkowski,0.6222222222222222,0.4666666666666667,0.73,0.44,0.2
3,8,no normalization,sobel,manhattan,0.6444444444444445,0.3333333333333333,0.62,0.0,0.0
3,8,no normalization,sobel,euclidean,0.5333333333333333,0.4,0.33,0.0,0.53
3,8,no normalization,sobel,minkowski,0.6666666666666666,0.4,0.67,0.0,0.31
5,8,no normalization,sobel,manhattan,0.6,0.4,0.67,0.0,0.2
5,8,no normalization,sobel,euclidean,0.4222222222222222,0.4,0.33,0.0,0.53
5,8,no normalization,sobel,minkowski,0.5777777777777777,0.4666666666666667,0.77,0.0,0.33
7,8,no normalization,sobel,manhattan,0.5111111111111111,0.3333333333333333,0.62,0.0,0.0
7,8,no normalization,sobel,euclidean,0.4444444444444444,0.4,0.33,0.0,0.53
7,8,no normalization,sobel,minkowski,0.6,0.4,0.71,0.0,0.18
3,8,no normalization,raw+hsv+edh,manhattan,0.6,0.3333333333333333,0.46,0.0,0.33
3,8,no normalization,raw+hsv+edh,euclidean,0.5333333333333333,0.3333333333333333,0.29,0.0,0.44
3,8,no normalization,raw+hsv+edh,minkowski,0.5555555555555556,0.4,0.6,0.0,0.4
5,8,no normalization,raw+hsv+edh,manhattan,0.6666666666666666,0.4,0.62,0.0,0.22
5,8,no normalization,raw+hsv+edh,euclidean,0.4222222222222222,0.4666666666666667,0.57,0.0,0.56
5,8,no normalization,raw+hsv+edh,minkowski,0.5777777777777777,0.4,0.6,0.0,0.4
7,8,no normalization,raw+hsv+edh,manhattan,0.6,0.4,0.67,0.0,0.2
7,8,no normalization,raw+hsv+edh,euclidean,0.4444444444444444,0.3333333333333333,0.0,0.0,0.5
7,8,no normalization,raw+hsv+edh,minkowski,0.5555555555555556,0.4666666666666667,0.77,0.0,0.33
3,8,no normalization,raw+hsv+sobel,manhattan,0.6,0.3333333333333333,0.46,0.0,0.33
3,8,no normalization,raw+hsv+sobel,euclidean,0.5333333333333333,0.3333333333333333,0.29,0.0,0.44
3,8,no normalization,raw+hsv+sobel,minkowski,0.5555555555555556,0.4,0.6,0.0,0.4
5,8,no normalization,raw+hsv+sobel,manhattan,0.6666666666666666,0.4,0.62,0.0,0.22
5,8,no normalization,raw+hsv+sobel,euclidean,0.4222222222222222,0.4666666666666667,0.57,0.0,0.56
5,8,no normalization,raw+hsv+sobel,minkowski,0.5777777777777777,0.4,0.6,0.0,0.4
7,8,no normalization,raw+hsv+sobel,manhattan,0.6,0.4,0.67,0.0,0.2
7,8,no normalization,raw+hsv+sobel,euclidean,0.4444444444444444,0.3333333333333333,0.0,0.0,0.5
7,8,no normalization,raw+hsv+sobel,minkowski,0.5555555555555556,0.4666666666666667,0.77,0.0,0.33
3,8,no normalization,hsv+edh,manhattan,0.8222222222222222,0.5333333333333333,0.55,0.67,0.4
3,8,no normalization,hsv+edh,euclidean,0.8,0.4666666666666667,0.29,0.62,0.4
3,8,no normalization,hsv+edh,minkowski,0.7777777777777778,0.4666666666666667,0.44,0.62,0.25
5,8,no normalization,hsv+edh,manhattan,0.8444444444444444,0.5333333333333333,0.55,0.6,0.44
5,8,no normalization,hsv+edh,euclidean,0.8,0.3333333333333333,0.22,0.5,0.22
5,8,no normalization,hsv+edh,minkowski,0.8444444444444444,0.4666666666666667,0.44,0.67,0.22
7,8,no normalization,hsv+edh,manhattan,0.8888888888888888,0.5333333333333333,0.55,0.6,0.44
7,8,no normalization,hsv+edh,euclidean,0.7777777777777778,0.4666666666666667,0.33,0.57,0.4
7,8,no normalization,hsv+edh,minkowski,0.8,0.4666666666666667,0.29,0.62,0.4
3,8,no normalization,hsv+sobel,manhattan,0.6444444444444445,0.4,0.57,0.0,0.36
3,8,no normalization,hsv+sobel,euclidean,0.5555555555555556,0.4,0.33,0.0,0.53
3,8,no normalization,hsv+sobel,minkowski,0.6222222222222222,0.4666666666666667,0.73,0.0,0.43
5,8,no normalization,hsv+sobel,manhattan,0.6888888888888889,0.4,0.67,0.0,0.2
5,8,no normalization,hsv+sobel,euclidean,0.4222222222222222,0.4,0.33,0.0,0.53
5,8,no normalization,hsv+sobel,minkowski,0.6444444444444445,0.3333333333333333,0.55,0.0,0.29
7,8,no normalization,hsv+sobel,manhattan,0.5777777777777777,0.3333333333333333,0.62,0.0,0.0
7,8,no normalization,hsv+sobel,euclidean,0.4666666666666667,0.4,0.33,0.0,0.53
7,8,no normalization,hsv+sobel,minkowski,0.6,0.5333333333333333,0.83,0.0,0.46
3,8,no normalization,raw+hsv+edh+sobel,manhattan,0.6,0.3333333333333333,0.46,0.0,0.33
3,8,no normalization,raw+hsv+edh+sobel,euclidean,0.5333333333333333,0.3333333333333333,0.29,0.0,0.44
3,8,no normalization,raw+hsv+edh+sobel,minkowski,0.5555555555555556,0.4,0.6,0.0,0.4
5,8,no normalization,raw+hsv+edh+sobel,manhattan,0.6666666666666666,0.4,0.62,0.0,0.22
5,8,no normalization,raw+hsv+edh+sobel,euclidean,0.4222222222222222,0.4666666666666667,0.57,0.0,0.56
5,8,no normalization,raw+hsv+edh+sobel,minkowski,0.5777777777777777,0.4,0.6,0.0,0.4
7,8,no normalization,raw+hsv+edh+sobel,manhattan,0.6,0.4,0.67,0.0,0.2
7,8,no normalization,raw+hsv+edh+sobel,euclidean,0.4444444444444444,0.3333333333333333,0.0,0.0,0.5
7,8,no normalization,raw+hsv+edh+sobel,minkowski,0.5555555555555556,0.4666666666666667,0.77,0.0,0.33
3,16,no normalization,raw,manhattan,0.8222222222222222,0.5333333333333333,0.62,0.44,0.5
3,16,no normalization,raw,euclidean,0.7555555555555555,0.4666666666666667,0.55,0.5,0.36
3,16,no normalization,raw,minkowski,0.7777777777777778,0.5333333333333333,0.67,0.5,0.4
5,16,no normalization,raw,manhattan,0.7111111111111111,0.6,0.67,0.67,0.44
5,16,no normalization,raw,euclidean,0.6888888888888889,0.4666666666666667,0.6,0.4,0.4
5,16,no normalization,raw,minkowski,0.6888888888888889,0.6,0.67,0.6,0.5
7,16,no normalization,raw,manhattan,0.7333333333333333,0.4,0.4,0.44,0.36
7,16,no normalization,raw,euclidean,0.7333333333333333,0.4666666666666667,0.6,0.44,0.36
7,16,no normalization,raw,minkowski,0.6666666666666666,0.4,0.4,0.44,0.36
3,16,no normalization,hsv,manhattan,0.8222222222222222,0.5333333333333333,0.55,0.73,0.25
3,16,no normalization,hsv,euclidean,0.8,0.4,0.22,0.62,0.25
3,16,no normalization,hsv,minkowski,0.8,0.4666666666666667,0.44,0.62,0.25
5,16,no normalization,hsv,manhattan,0.8666666666666667,0.5333333333333333,0.55,0.6,0.44
5,16,no normalization,hsv,euclidean,0.7777777777777778,0.4,0.25,0.5,0.4
5,16,no normalization,hsv,minkowski,0.8444444444444444,0.5333333333333333,0.5,0.67,0.4
7,16,no normalization,hsv,manhattan,0.8888888888888888,0.5333333333333333,0.55,0.73,0.25
7,16,no normalization,hsv,euclidean,0.7333333333333333,0.4666666666666667,0.33,0.57,0.4
7,16,no normalization,hsv,minkowski,0.8,0.4666666666666667,0.29,0.62,0.4
3,16,no normalization,ehd,manhattan,0.7777777777777778,0.6,0.6,0.67,0.55
3,16,no normalization,ehd,euclidean,0.6666666666666666,0.6,0.8,0.5,0.5
3,16,no normalization,ehd,minkowski,0.7333333333333333,0.5333333333333333,0.6,0.5,0.5
5,16,no normalization,ehd,manhattan,0.7333333333333333,0.5333333333333333,0.6,0.57,0.46
5,16,no normalization,ehd,euclidean,0.6,0.5333333333333333,0.6,0.67,0.36
5,16,no normalization,ehd,minkowski,0.6888888888888889,0.6666666666666666,0.67,0.75,0.62
7,16,no normalization,ehd,manhattan,0.6666666666666666,0.5333333333333333,0.67,0.5,0.46
7,16,no normalization,ehd,euclidean,0.6,0.4666666666666667,0.5,0.5,0.43
7,16,no normalization,ehd,minkowski,0.6666666666666666,0.5333333333333333,0.67,0.5,0.46
